symbol,net_profitability_results_error_message,simulation_results_error_message,simulation_results_decision_outcome
ZEC/USDT,685b3383a7fbf642fb0f4ff5,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b275e7d9737b12228a94f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b30ef1a83d4eeb20be010,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b3f830a2b875d21426bea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b33e5f92ec0d8509381d4,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b3440472bb5aa6bc3b233,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b310a1a83d4eeb20be096,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b3404f92ec0d850938260,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b3387a7fbf642fb0f500b,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b3459472bb5aa6bc3b2ac,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,685b31081a83d4eeb20be080,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b336aa7fbf642fb0f4f7f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b35970d633d77e63ba438,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b318c7186736cbc83d5ea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b573812b3da6bd7d859f3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,685b32d07aa75c6ebb0d2dc6,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b345f472bb5aa6bc3b2c2,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,685b31a77186736cbc83d676,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ETC/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
BTT/USDT,usdt_holder_exchange_id not configured.,ERROR_PROCESSING_V2
ZEC/USDT,0.0,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,0.0,685b3383a7fbf642fb0f4ff5,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b30ef1a83d4eeb20be010,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b275e7d9737b12228a94f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b35970d633d77e63ba438,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b3f830a2b875d21426bea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b318c7186736cbc83d5ea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b33e5f92ec0d8509381d4,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b573812b3da6bd7d859f3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b3440472bb5aa6bc3b233,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b32d07aa75c6ebb0d2dc6,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,0.0,685b310a1a83d4eeb20be096,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,0.0,685b3404f92ec0d850938260,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,0.0,685b31a77186736cbc83d676,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,0.0,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,0.0,685b31a57186736cbc83d660,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,0.0,685b3383a7fbf642fb0f4ff5,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,0.0,685b31081a83d4eeb20be080,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b275e7d9737b12228a94f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b336aa7fbf642fb0f4f7f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b30ef1a83d4eeb20be010,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b35970d633d77e63ba438,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b3f830a2b875d21426bea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b33e5f92ec0d8509381d4,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b573812b3da6bd7d859f3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b32d07aa75c6ebb0d2dc6,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,0.0,685b345f472bb5aa6bc3b2c2,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,0.0,685b3404f92ec0d850938260,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,0.0,685b31a77186736cbc83d676,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,0.0,685b33fff92ec0d85093824a,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,0.0,685b31a57186736cbc83d660,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,0.0,685b3459472bb5aa6bc3b2ac,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,0.0,685b3383a7fbf642fb0f4ff5,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ZEC/USDT,0.0,685b31081a83d4eeb20be080,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b275e7d9737b12228a94f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b336aa7fbf642fb0f4f7f,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b30ef1a83d4eeb20be010,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b3f830a2b875d21426bea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b318c7186736cbc83d5ea,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b573812b3da6bd7d859f3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b3440472bb5aa6bc3b233,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
ETC/USDT,0.0,685b32d07aa75c6ebb0d2dc6,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,0.0,685b310a1a83d4eeb20be096,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,0.0,685b3404f92ec0d850938260,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
BTT/USDT,0.0,685b3387a7fbf642fb0f500b,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,False,100.0,,,0.0,0.0,0.0,0.0,Current market prices are invalid or unavailable.,ERROR_PROCESSING_V2
DOGEAI/USDT,68636baec87b96b53e385f7a,2025-07-01T13:47:47.153064+00:00,Failed to load balance for binance
GO/USDT,68636baec87b96b53e385fbd,2025-07-01T13:47:47.201889+00:00,Failed to load balance for binance
CYBRO/USDT,68636bb0c87b96b53e386148,2025-07-01T13:47:47.370884+00:00,Failed to load balance for binance
BETH/USDT,68636bb1c87b96b53e3861d4,2025-07-01T13:47:47.377886+00:00,Failed to load balance for binance
GPTV/USDT,68636baec87b96b53e385fcb,2025-07-01T13:47:47.386885+00:00,Failed to load balance for binance
IMX3L/USDT,68636badc87b96b53e385ec7,2025-07-01T13:47:47.393939+00:00,Failed to load balance for binance
PEPE3S/USDT,68636baec87b96b53e385f1a,2025-07-01T13:47:47.402935+00:00,Failed to load balance for binance
LL/USDT,68636bacc87b96b53e385cf0,2025-07-01T13:47:47.409943+00:00,Failed to load balance for binance
KAI/USDT,68636bb1c87b96b53e38620c,2025-07-01T13:47:47.418949+00:00,Failed to load balance for binance
TROLL/USDT,68636badc87b96b53e385e0a,2025-07-01T13:47:47.425937+00:00,Failed to load balance for binance
MBX/USDT,68636ba5c87b96b53e3859c4,2025-07-01T13:47:47.433937+00:00,Failed to load balance for binance
MASK3S/USDT,68636badc87b96b53e385e94,2025-07-01T13:47:47.440934+00:00,Failed to load balance for binance
GRIMACE/USDT,68636bb1c87b96b53e386208,2025-07-01T13:47:47.448937+00:00,Failed to load balance for binance
AR3L/USDT,68636badc87b96b53e385ebe,2025-07-01T13:47:47.456937+00:00,Failed to load balance for binance
SPX3S/USDT,68636bb5c87b96b53e38632e,2025-07-01T13:47:47.463937+00:00,Failed to load balance for binance
BCH3L/USDT,68636babc87b96b53e385b1e,2025-07-01T13:47:47.560936+00:00,Failed to load balance for binance
XRP3L/USDT,68636babc87b96b53e385b54,2025-07-01T13:47:47.772280+00:00,Failed to load balance for binance
PNUT3L/USDT,68636baec87b96b53e385f4e,2025-07-01T13:47:47.780283+00:00,Failed to load balance for binance
DEGEN/USDT,68636bacc87b96b53e385cee,2025-07-01T13:47:47.790281+00:00,Failed to load balance for binance
ONDO3S/USDT,68636bb1c87b96b53e386246,2025-07-01T13:47:47.796280+00:00,Failed to load balance for binance
DOGEAI/USDT,68636baec87b96b53e385f7a,2025-07-01T13:47:52.036392+00:00,Failed to load balance for binance
GO/USDT,68636baec87b96b53e385fbd,2025-07-01T13:47:52.042557+00:00,Failed to load balance for binance
CYBRO/USDT,68636bb0c87b96b53e386148,2025-07-01T13:47:52.052559+00:00,Failed to load balance for binance
BETH/USDT,68636bb1c87b96b53e3861d4,2025-07-01T13:47:52.061549+00:00,Failed to load balance for binance
GPTV/USDT,68636baec87b96b53e385fcb,2025-07-01T13:47:52.071549+00:00,Failed to load balance for binance
IMX3L/USDT,68636badc87b96b53e385ec7,2025-07-01T13:47:52.125552+00:00,Failed to load balance for binance
PEPE3S/USDT,68636baec87b96b53e385f1a,2025-07-01T13:47:52.134561+00:00,Failed to load balance for binance
LL/USDT,68636bacc87b96b53e385cf0,2025-07-01T13:47:52.141549+00:00,Failed to load balance for binance
KAI/USDT,68636bb1c87b96b53e38620c,2025-07-01T13:47:52.148550+00:00,Failed to load balance for binance
TROLL/USDT,68636badc87b96b53e385e0a,2025-07-01T13:47:52.157549+00:00,Failed to load balance for binance
MBX/USDT,68636ba5c87b96b53e3859c4,2025-07-01T13:47:52.164550+00:00,Failed to load balance for binance
MASK3S/USDT,68636badc87b96b53e385e94,2025-07-01T13:47:52.173546+00:00,Failed to load balance for binance
GRIMACE/USDT,68636bb1c87b96b53e386208,2025-07-01T13:47:52.181548+00:00,Failed to load balance for binance
AR3L/USDT,68636badc87b96b53e385ebe,2025-07-01T13:47:52.189547+00:00,Failed to load balance for binance
SPX3S/USDT,68636bb5c87b96b53e38632e,2025-07-01T13:47:52.195548+00:00,Failed to load balance for binance
BCH3L/USDT,68636babc87b96b53e385b1e,2025-07-01T13:47:52.203549+00:00,Failed to load balance for binance
XRP3L/USDT,68636babc87b96b53e385b54,2025-07-01T13:47:52.208548+00:00,Failed to load balance for binance
PNUT3L/USDT,68636baec87b96b53e385f4e,2025-07-01T13:47:52.216553+00:00,Failed to load balance for binance
DEGEN/USDT,68636bacc87b96b53e385cee,2025-07-01T13:47:52.223550+00:00,Failed to load balance for binance
ONDO3S/USDT,68636bb1c87b96b53e386246,2025-07-01T13:47:52.229548+00:00,Failed to load balance for binance
DOGEAI/USDT,68636baec87b96b53e385f7a,2025-07-01T13:48:27.357567+00:00,Failed to load balance for binance
GO/USDT,68636baec87b96b53e385fbd,2025-07-01T13:48:27.378583+00:00,Failed to load balance for binance
CYBRO/USDT,68636bb0c87b96b53e386148,2025-07-01T13:48:27.485569+00:00,Failed to load balance for binance
BETH/USDT,68636bb1c87b96b53e3861d4,2025-07-01T13:48:27.566571+00:00,Failed to load balance for binance
GPTV/USDT,68636baec87b96b53e385fcb,2025-07-01T13:48:27.636566+00:00,Failed to load balance for binance
IMX3L/USDT,68636badc87b96b53e385ec7,2025-07-01T13:48:27.643571+00:00,Failed to load balance for binance
PEPE3S/USDT,68636baec87b96b53e385f1a,2025-07-01T13:48:27.650591+00:00,Failed to load balance for binance
LL/USDT,68636bacc87b96b53e385cf0,2025-07-01T13:48:27.658568+00:00,Failed to load balance for binance
KAI/USDT,68636bb1c87b96b53e38620c,2025-07-01T13:48:27.665566+00:00,Failed to load balance for binance
TROLL/USDT,68636badc87b96b53e385e0a,2025-07-01T13:48:27.671589+00:00,Failed to load balance for binance
MBX/USDT,68636ba5c87b96b53e3859c4,2025-07-01T13:48:27.680569+00:00,Failed to load balance for binance
MASK3S/USDT,68636badc87b96b53e385e94,2025-07-01T13:48:27.686569+00:00,Failed to load balance for binance
GRIMACE/USDT,68636bb1c87b96b53e386208,2025-07-01T13:48:27.696569+00:00,Failed to load balance for binance
AR3L/USDT,68636badc87b96b53e385ebe,2025-07-01T13:48:27.702567+00:00,Failed to load balance for binance
SPX3S/USDT,68636bb5c87b96b53e38632e,2025-07-01T13:48:27.710569+00:00,Failed to load balance for binance
BCH3L/USDT,68636babc87b96b53e385b1e,2025-07-01T13:48:27.716568+00:00,Failed to load balance for binance
XRP3L/USDT,68636babc87b96b53e385b54,2025-07-01T13:48:27.724568+00:00,Failed to load balance for binance
PNUT3L/USDT,68636baec87b96b53e385f4e,2025-07-01T13:48:27.731570+00:00,Failed to load balance for binance
DEGEN/USDT,68636bacc87b96b53e385cee,2025-07-01T13:48:27.738567+00:00,Failed to load balance for binance
ONDO3S/USDT,68636bb1c87b96b53e386246,2025-07-01T13:48:27.746566+00:00,Failed to load balance for binance
